id,code,nama,unit,description,status,deleted_at,updated_at,created_at
718,U194,Hydraulic Pump Kit 04671-31190-71,Pcs,TYT 3FD115,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
719,U195,Hydraulic Pump Kit Rexroth,Pcs,Linde E16c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
720,U201,Seal Kit Side Shift C-563487,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
721,U202,Seal Kit Tilt Cylinder 0009608008,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
722,U203,Seal Kit Lift 63207-KB,Pcs,Kom FD40-5,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
723,U204,Seal Kit 50052913,Pcs,AM2200,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
724,U205,Seal Kit Steering 04433-20110-71,Pcs,TYT 8FD25,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
725,U206,Seal Kit Steering 04433-30110-71,Pcs,TYT 8FD30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
726,U207,Seal Kit Tilt (30mm) 04655-20111-71,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
727,U208,Seal Kit Tilt (35mm) 04655-20120-71,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
728,U209,Seal Kit 27811310,Pcs,AM2000,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
729,U210,Seal Kit Cylinder Tilt,Pcs,"Kom FD15,25-11",available,,2025-11-10 09:04:34,2025-11-10 08:50:12
730,U211,Seal Kit Lift Cylinder,Pcs,Niss DF05A60U,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
731,U212,Seal Kit Lifting Main Cylinder,Pcs,TYT 7FD25,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
732,U213,Seal Lifting Cylinder Kit,Pcs,TYT 7FD25,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
733,U214,Seal Kit Lifting Main Cylinder 04652-20064-71,Pcs,TYT 8FD25,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
734,U215,Seal Kit Power Steering Box,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
735,U216,Seal Kit Assy 0009608011,Pcs,Linde H30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
736,U218,Seal Kit Lift Cylinder TYT 6FD30,Pcs,TYT 6FD30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
737,U219,Seal Kit HL3981,Pcs,Linde Handjack,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
738,U220,Seal Kit Hydraulic TVH/10735600,Pcs,TL CBD25,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
739,U222,Seal 0009629016,Pcs,Linde H30D-02,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
740,U224,Seal Lift Pump,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
741,U225,Seal kit Pump AM22,Pcs,AM 2200,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
742,U226,Seal Kit Tilt Cylinder,Pcs,TYT 7FD Series,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
743,U227,Seal Kit Front Cover (Timing Gear),Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
744,U228,Seal Power Steering  21x33x8,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
745,U229,Seal Kit Lift Cylinder 04654-20090-71,Pcs,TYT 8FD25,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
746,U230,Seal Kit Lift Cylinder 04654-30220-71,Pcs,TYT 8FD30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
747,U231,Seal Axle,Pcs,TCM FD25-Z4,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
748,U232,Oil Seal (Crankshaft) 90311-45003-71,Pcs,TYT 8FD25,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
749,U233,Seal Crankshaft 90311-95950-71,Pcs,Toyota 8FD25/30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
750,U234,Seal Kit Control Valve 04676-20560-71,Pcs,TYT 7FD30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
751,U236,Seal Kit Control Valve,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
752,U237,Seal Kit Control Valve 04676-21091-71,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
753,U238,Seal Kit Assy 1904405000,Pcs,Linde E15,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
754,U239,Set of Seals Assy 0009608007,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
755,U240,Seal C40x50x7 0009621940,Pcs,Linde E15,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
756,U241,Seal 3244324400,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
757,U242,Seal Bellow Assy 0009604508,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
758,U243,Seal Tilt Cylinder 7FD30,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
759,U244,Seal Steering Cylinder 7FD30,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
760,U245,Seal Kit Assy Main 0009608093,Pcs,Linde E16c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
761,U246,Seal Ring Grooved 0009621979,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
762,U247,Seal Bellow Assy 0009625553,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
763,U248,Seal Kit Side Shift E16c,Pcs,Linde E16c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
764,U252,Set Of Seals Assy 0009608177 (Lifting),Pcs,Linde E16C,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
765,U253,Set Of Seals Assy 0009608175,Pcs,Linde E15,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
766,U254,Seal Wiper 0009622574,Pcs,Linde E16c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
767,U255,Seal Kit Lifting 149335,Pcs,Crown RD5725,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
768,U256,Seal Kit Lifting E16C,Pcs,Linde E16c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
769,U258,Seal Lifting Cylinder L12 (379),Pcs,Linde L12,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
770,U259,Seal Kit Cylinder Reach Arm 134137,Pcs,Crown RR5210,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
771,U260,Hub Seal 42415-10480-71,Pcs,TYT 7/8FD25,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
772,U261,Hub Seal 42415-32800-71,Pcs,TYT 7/8FD30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
773,U262,Oil Seal Rear 43821-22000-71,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
774,U263,Hub Seal (Front) 25783-02061,Pcs,TCM FD70Z8,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
775,U264,Seal Rear Axle 03211-09501,Pcs,TCM FD70Z8,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
776,U276,Shaft Seal AS15x30x8 0009280354,Pcs,Linde E15c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
777,U281,B.Master Cyl Kit Niss A40U,Pcs,Niss A40U,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
778,U285,Reservoir With Cap And Seal,Pcs,Total Lifter CBD25,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
779,U286,Reservoir 27806310,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
780,U287,Fastener 27807590,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
781,U291,Ring Plat Tembaga,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
782,U301,Lock Nut & Washer 03192-00011/10011,Pcs,TCM 70Z8,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
783,V101,Stainless Steel Plug/Mangkuk Air 14mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
784,V102,Stainless Steel Plug/Mangkuk Air 20mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
785,V103,Stainless Steel Plug/Mangkuk Air 22mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
786,V104,Stainless Steel Plug/Mangkuk Air 25mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
787,V105,Stainless Steel Plug/Mangkuk Air 30mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
788,V106,Stainless Steel Plug/Mangkuk Air 28mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
789,V107,Stainless Steel Plug/Mangkuk Air 35mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
790,V108,Stainless Steel Plug/Mangkuk Air 40mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
791,V109,Stainless Steel Plug/Mangkuk Air 45mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
792,V110,Stainless Steel Plug/Mangkuk Air 50mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
793,V124,Auto Mirrow/Kaca Spion Baut Kecil TH1633,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
794,V125,Auto Mirrow/Kaca Spion SK-554,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
795,V126,Auto Mirrow/Kaca Spion E-656,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
796,V131,Back/Reverse Buzzer Bulat 12V,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
797,V132,Back/Reserve Buzzer 12-48V Petak,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
798,V133,Back/Reverse Buzzer EBR,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
799,V141,Horn 12V 124508,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
800,V142,Horn 24V CF4H,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
801,V144,Horn HRN-124 (36/48V),Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
802,W101,Tie Rod 224W4-30341 ( R) M24x24.5,Pcs,TCM FD70,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
803,W102,Tie Rod 224W4-30351 (L) M24x24.5,Pcs,TCM FD70,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
804,W103,Tie Rod 30441-31922 ( R) 16-18mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
805,W104,Tie Rod 35827-11602 (L) 16-18mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
806,W105,Tie Rod 43750-20542 ( R) 20-18mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
807,W106,Tie Rod 43750-33860-71 ( R) 22-20mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
808,W107,Tie Rod 43760-20542 (L) 20-18mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
809,W108,Tie Rod 43760-30870 LH,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
810,W109,Tie Rod 43760-30871-71 LH,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
811,W110,Tie Rod 43760-33860-71 (L) 22-20mm,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
812,W111,Tie Rod 25904-30401 (RH),Pcs,TCM FD70Z8,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
813,W112,Tie Rod 25904-30421 (LH),Pcs,TCM FD70Z8,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
814,W121,Tie Rod Bar 43752-23442-71,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
815,W124,Tie Rod Bar 43751-23440-71,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
816,W131,Contact Set Nichiyu FBRW15,Pcs,Nichiyu FBRW15,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
817,W132,Contactor 24320-16562-71,Pcs,TYT 8FBN25,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
818,W133,Contactor Albright SU280,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
819,W135,Plate Contactor 1907148,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
820,W136,Contactor TVH/4066955,Pcs,Linde A-Truck,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
821,W137,Contactor 7915692530,Pcs,Linde E15c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
822,W138,Contactor 8400132,Pcs,Linde V12,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
823,W139,Contactor 8409938,Pcs,Linde V12,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
824,W140,Contactor 0039703526,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
825,W142,Piston Pump Assy HL3989,Pcs,Linde Handjack,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
826,W151,Control Lever HL4058,Pcs,Linde Handjack,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
827,W156,Retaining Cover HL3952,Pcs,Linde Handjack,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
828,W166,Cardian Joint 0009341301,Pcs,Linde E15C,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
829,W176,Pompa Diersel,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
830,W181,Pre Haeting Timer,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
831,W186,Temperature Sending Unit,Pcs,Niss EH02A25U,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
832,W191,Lever 1133413007,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
833,W196,Sensor As Daewoo K 913988-03,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
834,W206,Pipa Fleksible,Pcs,,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
835,W211,Simpang Empat,Pcs,Toyota 7FD40,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
836,W216,Cylinder Pipe 3354460104,Pcs,Linde E16c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
837,W217,Pipe Union 9721001308,Pcs,Linde E16c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
838,W218,Piston 3244521703,Pcs,Linde E16c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
839,W225,Ball Bearing Joint,Pcs,Linde E16c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
840,W226,Pin Joint Tilt,Pcs,Linde E16c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
841,X100,Brake Master 3355045400,Pcs,Linde E16c,available,,2025-11-10 09:04:34,2025-11-10 08:50:12
842,X101,Brake Master Cyl 3355045402,Pcs,Linde E16c,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
843,X102,Brake Master Cyl BP-1398/36902,Pcs,Komatsu,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
844,X103,Brake Master Cylinder 30HB-514000,Pcs,China Forklift,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
845,X105,Brake Master Cylinder 36913-TYB,Pcs,TYT 7FD25,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
846,X105A,Brake Master Cylinder 47210-23320-71J,Pcs,TYT 8FD25,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
847,X151,Brake Shoe 47403-32060-71,Pcs,Kom FD25T-11,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
848,X152,Brake Shoe 47410/20-33900-71,Pcs,TCM FD70Z8,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
849,X153,Brake Shoe 47403-22000-71,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
850,X153G,Brake Shoes 47403-23320-71G,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
851,X154,Brake Shoe 30906/RH,Pcs,Niss WGF03,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
852,X155,Brake Shoe 30909/LH,Pcs,Niss WGF03,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
853,X157,Brake Shoe Tich Truck,Pcs,All Forklift,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
854,X159,Brake Shoe 31194 SA,Pcs,Sumitomo FD60,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
855,X172,Brake Pad 3355040400,Pcs,Linde E16c,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
856,X181,Hand Brake Shoes 15783-62061,Pcs,TCM FD70Z8,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
857,X186,Parking Brake Lever 33355170601,Pcs,Linde E16c,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
858,X187,Parking Brake Cover 3355173002,Pcs,Linde E16c,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
859,X191,Brake Pad 31319-20540-71,Pcs,Toyota 8FD25/30,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
860,X192,Pedal Pad TVH/12554642,Pcs,Toyota 8FD25/30,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
861,X196,Parking Cable Adjuster 8FD25/30,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
862,X201,Brake Wheel 054-6092,Pcs,Daewoo 7 Ton,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
863,X202,Brake Wheel Cyl 30102-KA,Pcs,Kom FD25/30T-11,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
864,X203,Brake Wheel Cyl C-52-11254-52001,Pcs,TCM FD70Z8,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
865,X204,Brake Wheel Cyl 30106-TYB,Pcs,TYT 7FD,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
866,X205,Brake Wheel Cyl 30131 L/H,Pcs,TYT 6FD25/30,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
867,X207,Brake Wheel Cyl 44100-L9000 L/H,Pcs,Niss DF05A60U,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
868,X208,Brake Wheel Cyl (Seal) 3FD115,Pcs,TYT 3FD115,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
869,X209,Brake Wheel Cyl,Pcs,TYT 7FD40,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
870,X253,Fan 894483-8940 TCM,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
871,X254,Fan Forklift 16361-22040 Toyota 2J,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
872,X255,Fan Forklift 16361-23860 Toyota 1DZ,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
873,X256,Fan Radiator 89448-38940,Pcs,TCM FD35Z,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
874,X261,Electric Fan 400/0009761419,Pcs,Linde E15c,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
875,X262,Electric Fan 400/0009761416,Pcs,Linde E15c,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
876,X266,Electric Fan 12V,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
877,X267,Electric Fan 24V,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
878,Y102,Drive Shaft 3720051H00,Pcs,Niss DF06A60U,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
879,Y104,Drive Shaft Copling 8FD30,Pcs,TYT 8FD30,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
880,Y111,Safety Belt Forklift 88822-50A03,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
881,Y112,Safety Belt With Sensor,Pcs,TVH/110TA8613,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
882,Y113,Safety Belt 3514338508,Pcs,Linde E16C,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
883,Y121,Pully 16372-42500-71,Pcs,TYT 7FD40/45,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
884,Y122,Pully 68821-24920-71,Pcs,TYT 8FD30,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
885,Y123,Pully 68302-23620-71,Pcs,TYT 8FD25,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
886,Y151,Mast Bushing 230C8-02001,Pcs,TCM FD70Z8,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
887,Y152,Mast Bushing 76149-10110-71,Pcs,TYT 7FD25,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
888,Y153,Mast Bushing 61251-33060-71,Pcs,TYT 7FD30,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
889,Y161,Dust Cover 17704-30510-71,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
890,Y166,Damping Element/Gas Rod60032056,Pcs,Octobergheinrich,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
891,Y172,Exhaust Gakset S6S,Pcs,CAT DP50KT,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
892,Y175,Head Gasket 1DZ2  11115-78204-71,Pcs,TYT 8DD25/30,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
893,Y176,Head Gasket 2Z 11115-78701-71,Pcs,TYT 8DD25/30,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
894,Y177,Head Gasket 6BG1,Pcs,TCM FD70Z8,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
895,Y178,Head Gasket Mith S4S 32A01-02204J,Pcs,CAT DP30NT,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
896,Y181,Pin Mast + Fitting Grease,Pcs,TYT 8FD25,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
897,Y201,Radiator Assy 4D94E,Pcs,Komatsu FD30T-14,available,,2025-11-10 09:04:35,2025-11-10 08:50:12
898,Y202,Radiator Assy 1DZ-2,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
899,Y211,Louver 17831-23320-71,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
900,Y221,Side Cover RH 58731-26600-71,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
901,Y222,Side Cover LH 58741-26600-71,Pcs,TYT 8FD25/30,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
902,Z101,Ace Battery Charger 24V100T,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
903,Z151,Oil Engine Total Rubia S40,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
904,Z152,Oil Hydraulic Total Azolla ZS68,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
905,Z153,Oil Transmission Fluide ATX (18L),Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
906,Z154,Oil Gear 140 Total EP85W-140 (18L),Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
907,Z155,Oil Engine Mobil S1000 (4L),Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
908,Z181,Load Guard Toyota FD25,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
909,Z182,Load Guard Toyota FD30,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
910,Z191,Fork Forklift 2.5/3.0 Ton,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
911,Z201,Tyre 500x8 Anjie,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
912,Z202,Tyre 600x9 Anjie,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
913,Z202A,Tyre 600x9 Tokai,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
914,Z203,Tyre 750x15 Anjie.,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
915,Z204A,Tyre 700x12 Tokai,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
916,Z205,Tyre 300x15 Anjie,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
917,Z206,Tyre 650x10 Anjie,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
918,Z206A,Tyre 650x10 Tokai,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
919,Z206B,Tyre 650x10 Loc Type,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
920,Z207,Tyre 700x15,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
921,Z208,Tyre 815x15 Anjie,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
922,Z208A,Tyre 815 x 15 Tokai,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
923,Z208B,Tyre 815x15 Loc Type,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
924,Z211,Tyre 18x7-8 Master Solid,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
925,Z211A,Tyre 18x7-8 NM Elite XP Solid,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
926,Z212,Tyre 15x4.5-8 Master Solid,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
927,Z212A,Tyre 15x4.5-8 NM Elite XP Solid,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
928,Z213,Tyre 825x15 Anjie,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
929,Z216,Tyre 900x20 Anjie,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
930,Z217,Tyre 1000x20 Anjie,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
931,Z218,Tyre 23x9-10 Loc Type,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
932,Z219,Tyre 27x10-12 Anjie,Pcs,,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
933,Z220,Tyre 16x6-8 Loc,Pcs,Linde E20,available,,2025-11-10 09:04:35,2025-11-10 08:50:13
934,Z221,Tyre 200/50-10,Pcs,Linde E20,available,,2025-11-10 09:19:33,2025-11-10 08:50:13
953,TMI-1,Oli Mesin,,Input Oleh Teknisi admin,,,2025-11-13 15:57:02,2025-11-13 15:57:02
954,TMI-2,Filter Oli,,Input Oleh Teknisi admin,,,2025-11-13 15:57:02,2025-11-13 15:57:02
955,TMI-3,Filter Solar,,Input Oleh Teknisi admin,,,2025-11-13 15:57:02,2025-11-13 15:57:02
956,TMI-4,Oli Hidrolik,,Input Oleh Teknisi admin,,,2025-11-13 15:57:02,2025-11-13 15:57:02
957,TMI-5,Per Pedal Kopling,,Input Oleh Teknisi admin,,,2025-11-13 15:57:02,2025-11-13 15:57:02
958,TMI-6,Bola Lampu H3,,Input Oleh Teknisi admin,,,2025-11-13 16:00:27,2025-11-13 16:00:27
959,TMI-7,Oli Transmisi,,Input Oleh Teknisi admin,,,2025-11-13 16:00:27,2025-11-13 16:00:27
960,TMI-8,Switch Oli,,Input Oleh Teknisi admin,,,2025-11-13 16:01:57,2025-11-13 16:01:57
961,TMI-9,Converter Hose ATF,,Input Oleh Teknisi admin,,,2025-11-13 16:03:27,2025-11-13 16:03:27
962,TMI-10,Panel Meter Set,,Input Oleh Teknisi admin,,,2025-11-13 16:09:00,2025-11-13 16:09:00
963,TMI-11,King Pin Kiri,,Input Oleh Teknisi admin,,,2025-11-13 16:13:28,2025-11-13 16:13:28
